OrderID,CustomerID,OrderDate,PaymentMethod,OrderTotal
ORD1402,CUST199,2023-12-25 22:13:08,Credit Card,4628.54
ORD1403,CUST183,2024-05-25 08:30:26,Debit Card,2117.41
ORD1404,CUST138,2023-06-05 06:11:43,Credit Card,2293.41
ORD1405,CUST177,2022-10-23 18:43:43,Debit Card,2495.34
ORD1406,CUST161,2024-11-19 15:15:17,Credit Card,3798.7
ORD1407,CUST178,2024-02-06 23:46:59,PayPal,4370.99
ORD1408,CUST178,2024-12-09 18:09:40,PayPal,2110.13
ORD1409,CUST152,2023-04-09 04:45:59,PayPal,2968.87
ORD1410,CUST142,2023-05-16 13:04:53,PayPal,2895.76
ORD1411,CUST137,2023-08-03 11:19:12,Credit Card,2525.36
ORD1412,CUST169,2022-03-08 05:26:58,Credit Card,3618.75
ORD1413,CUST199,2024-12-24 15:04:37,Credit Card,3346.96
ORD1414,CUST135,2022-09-18 19:37:35,PayPal,639.72
ORD1415,CUST114,2022-03-31 04:49:26,Debit Card,3828.73
ORD1416,CUST177,2024-04-23 08:03:02,PayPal,6896.46
ORD1417,CUST173,2024-04-22 07:54:13,PayPal,2912.63
ORD1418,CUST185,2024-01-20 04:28:25,Debit Card,4902.17
ORD1419,CUST101,2023-10-07 16:23:16,Credit Card,2549.84
ORD1420,CUST150,2022-05-11 00:39:22,Credit Card,594.18
ORD1421,CUST178,2023-08-24 20:06:14,PayPal,3174.2
ORD1422,CUST107,2023-09-13 11:54:29,Credit Card,2479.18
ORD1423,CUST169,2022-05-04 12:29:18,PayPal,3409.47
ORD1424,CUST131,2023-02-17 13:04:43,Debit Card,5257.11
ORD1425,CUST176,2024-06-15 15:42:29,Credit Card,951.14
ORD1426,CUST164,2024-05-20 06:36:02,PayPal,4687.27
ORD1427,CUST166,2022-09-14 16:00:10,Debit Card,1436.97
ORD1428,CUST194,2023-01-21 13:03:16,Debit Card,4159.22
ORD1429,CUST181,2023-06-19 02:52:22,PayPal,3326.75
ORD1430,CUST190,2022-06-11 12:41:49,PayPal,1218.87
ORD1431,CUST174,2023-10-18 12:01:16,Credit Card,3819.77
ORD1432,CUST163,2023-09-03 14:23:53,Debit Card,477.41
ORD1433,CUST191,2023-04-11 11:50:27,Debit Card,2501.42
ORD1434,CUST169,2023-05-31 05:18:02,Debit Card,4188.46
ORD1435,CUST129,2023-07-07 07:31:26,Credit Card,3266.2
ORD1436,CUST105,2024-04-24 11:08:55,Credit Card,5881.96
ORD1437,CUST171,2023-07-03 05:49:14,PayPal,2861.88
ORD1438,CUST111,2023-11-30 08:52:01,Credit Card,1539.34
ORD1439,CUST197,2022-12-22 17:53:23,Debit Card,1608.19
ORD1440,CUST111,2023-11-05 03:29:08,Debit Card,5722.95
ORD1441,CUST107,2023-06-10 03:06:24,PayPal,1725.35
ORD1442,CUST136,2024-10-31 11:11:44,Credit Card,2076.31
ORD1443,CUST121,2023-07-24 11:18:52,Credit Card,5270.96
ORD1444,CUST108,2022-01-21 23:03:32,Debit Card,3742.15
ORD1445,CUST158,2022-12-22 05:37:10,PayPal,1344.38
ORD1446,CUST103,2024-02-19 21:04:12,Credit Card,3133.16
ORD1447,CUST106,2022-06-02 07:38:26,Debit Card,4028.72
ORD1448,CUST114,2022-02-07 11:05:08,PayPal,3831.35
ORD1449,CUST158,2024-06-08 00:35:37,Credit Card,3539.62
ORD1450,CUST129,2023-03-28 19:45:07,Debit Card,3619.83
ORD1451,CUST184,2023-12-16 17:56:50,Credit Card,4035.26
ORD1452,CUST138,2022-03-07 16:25:22,Debit Card,2616.83
ORD1453,CUST181,2023-09-10 22:06:28,Debit Card,4070.74
ORD1454,CUST190,2024-06-12 22:37:50,Debit Card,7814.15
ORD1455,CUST129,2023-06-05 06:53:21,Credit Card,5910.11
ORD1456,CUST194,2023-06-20 17:44:48,Debit Card,6045.8
ORD1457,CUST134,2022-12-17 03:34:24,PayPal,2532.41
ORD1458,CUST139,2024-02-21 05:58:56,Credit Card,1422.91
ORD1459,CUST154,2023-12-02 02:33:23,Credit Card,3574.88
ORD1460,CUST189,2022-12-15 04:52:18,Credit Card,2199.23
ORD1461,CUST156,2023-08-21 08:36:49,Debit Card,996.28
ORD1462,CUST119,2023-09-15 23:24:55,PayPal,7382.72
ORD1463,CUST153,2023-02-20 09:26:19,Debit Card,4193.53
ORD1464,CUST145,2022-07-24 10:14:07,PayPal,4354.11
ORD1465,CUST181,2023-05-17 16:46:15,Credit Card,1581.94
ORD1466,CUST103,2024-12-04 14:52:19,Credit Card,2719.06
ORD1467,CUST115,2024-08-07 17:19:09,Debit Card,1346.68
ORD1468,CUST110,2023-02-05 01:40:12,Credit Card,2976.74
ORD1469,CUST198,2022-10-09 04:11:15,Credit Card,4397.77
ORD1470,CUST153,2023-11-22 12:24:31,PayPal,3064.23
ORD1471,CUST180,2023-02-25 08:08:07,Debit Card,5350.83
ORD1472,CUST191,2024-10-28 07:26:54,Credit Card,3033.55
ORD1473,CUST131,2023-03-18 20:36:35,Debit Card,1823.04
ORD1474,CUST133,2023-08-31 20:42:36,Credit Card,3689.32
ORD1475,CUST123,2024-09-25 08:05:57,Credit Card,2259.29
ORD1476,CUST185,2022-03-15 09:21:33,PayPal,1456.33
ORD1477,CUST130,2022-08-23 06:48:03,Debit Card,1528.03
ORD1478,CUST156,2022-06-15 19:24:52,PayPal,465.13
ORD1479,CUST112,2022-03-15 22:26:22,Debit Card,531.88
ORD1480,CUST181,2024-12-03 18:40:06,Credit Card,5403.23
ORD1481,CUST185,2023-05-11 09:46:12,Debit Card,1773.23
ORD1482,CUST162,2022-08-12 14:32:04,Debit Card,1442.15
ORD1483,CUST158,2024-07-27 11:27:05,Credit Card,1598.82
ORD1484,CUST111,2023-10-28 00:42:14,PayPal,6074.5
ORD1485,CUST155,2024-08-06 17:37:15,Credit Card,3852.34
ORD1486,CUST151,2022-08-12 09:18:10,PayPal,4419.92
ORD1487,CUST161,2024-09-22 13:36:30,PayPal,2782.17
ORD1488,CUST141,2023-02-01 17:34:16,Debit Card,6041.39
ORD1489,CUST124,2022-10-01 20:49:25,Debit Card,5575.34
ORD1490,CUST125,2023-05-17 11:41:41,Credit Card,4347.94
ORD1491,CUST112,2022-08-15 13:55:14,Credit Card,7023.01
ORD1492,CUST134,2023-06-01 08:48:20,PayPal,4222.18
ORD1493,CUST146,2022-08-15 13:06:34,PayPal,2039.98
ORD1494,CUST177,2022-05-21 09:08:27,Credit Card,2736.58
ORD1495,CUST171,2022-03-15 08:53:04,Debit Card,2458.3
ORD1496,CUST189,2022-06-28 21:52:23,Credit Card,5448.57
ORD1497,CUST124,2023-04-21 21:07:27,PayPal,2145.02
ORD1498,CUST146,2023-12-17 14:33:17,PayPal,3445.65
ORD1499,CUST113,2022-02-06 10:51:26,Credit Card,1572.31
ORD1500,CUST147,2022-09-26 19:04:12,Credit Card,3031.84
ORD1501,CUST154,2024-07-04 00:28:24,Credit Card,3718.43
ORD1502,CUST144,2022-01-12 15:22:15,Debit Card,2464.89
ORD1503,CUST170,2024-06-13 05:02:51,Credit Card,5971.0
ORD1504,CUST155,2023-11-17 04:18:56,PayPal,3281.2
ORD1505,CUST183,2022-10-26 23:52:44,Debit Card,8433.39
ORD1506,CUST177,2022-10-07 07:51:02,PayPal,2968.87
ORD1507,CUST139,2023-05-27 12:59:07,PayPal,1620.83
ORD1508,CUST112,2022-01-29 19:54:48,Credit Card,1800.75
ORD1509,CUST118,2022-05-04 17:45:25,Debit Card,3828.49
ORD1510,CUST118,2024-08-06 01:52:42,Credit Card,6202.05
ORD1511,CUST178,2023-10-17 06:10:01,Credit Card,3404.09
ORD1512,CUST179,2024-05-31 14:43:31,Credit Card,3499.98
ORD1513,CUST154,2024-07-19 23:27:29,Debit Card,1183.39
ORD1514,CUST110,2022-10-25 17:46:53,Debit Card,1632.03
ORD1515,CUST158,2023-10-03 20:21:09,Credit Card,3080.27
ORD1516,CUST152,2023-12-13 07:35:37,Debit Card,5934.0
ORD1517,CUST160,2022-05-14 08:28:31,Credit Card,2097.24
ORD1518,CUST167,2022-02-26 13:39:00,PayPal,2285.7
ORD1519,CUST192,2024-02-12 13:40:10,Debit Card,3698.21
ORD1520,CUST145,2023-04-19 09:34:05,Debit Card,1158.73
ORD1521,CUST185,2023-06-18 21:04:35,Credit Card,3928.28
ORD1522,CUST165,2022-12-30 21:14:46,Debit Card,2263.43
ORD1523,CUST113,2024-04-18 23:26:00,PayPal,1872.6
ORD1524,CUST119,2023-10-23 16:30:11,PayPal,565.53
ORD1525,CUST125,2023-12-17 21:18:46,Debit Card,3103.07
ORD1526,CUST190,2022-02-15 04:12:55,Credit Card,5245.59
ORD1527,CUST169,2022-04-18 16:28:38,Credit Card,3576.33
ORD1528,CUST171,2023-06-06 12:39:38,PayPal,2568.55
ORD1529,CUST120,2022-02-15 12:43:46,PayPal,2962.27
ORD1530,CUST114,2022-09-04 20:00:58,PayPal,2306.23
ORD1531,CUST156,2023-08-14 08:48:26,PayPal,1942.82
ORD1532,CUST191,2024-03-21 18:14:56,PayPal,599.24
ORD1533,CUST155,2024-10-02 18:40:42,Credit Card,1076.03
ORD1534,CUST103,2022-11-29 00:11:50,Debit Card,1724.8
ORD1535,CUST123,2024-12-28 21:52:36,PayPal,5864.16
ORD1536,CUST196,2022-06-15 00:07:29,Debit Card,1637.9
ORD1537,CUST108,2023-01-05 01:41:10,PayPal,3538.37
ORD1538,CUST150,2023-10-12 15:09:30,Debit Card,3545.38
ORD1539,CUST194,2022-02-02 18:14:11,PayPal,2470.99
ORD1540,CUST126,2022-02-12 07:58:03,PayPal,1865.48
ORD1541,CUST111,2023-06-30 19:23:23,Debit Card,799.6
ORD1542,CUST119,2022-03-13 07:15:49,Debit Card,3487.63
ORD1543,CUST108,2022-03-01 22:09:14,PayPal,2723.78
ORD1544,CUST166,2024-04-01 12:29:17,Credit Card,3307.78
ORD1545,CUST126,2023-10-06 02:39:26,Debit Card,1520.99
ORD1546,CUST198,2024-11-30 06:20:18,Credit Card,4021.27
ORD1547,CUST142,2024-02-28 19:58:48,Debit Card,7210.78
ORD1548,CUST139,2022-08-24 10:26:15,Debit Card,6418.48
ORD1549,CUST145,2023-12-07 10:48:43,Debit Card,1310.95
ORD1550,CUST132,2023-07-17 05:43:59,Debit Card,773.99
ORD1551,CUST125,2022-11-17 09:55:10,Debit Card,2917.68
ORD1552,CUST167,2024-07-08 07:25:07,Debit Card,4319.23
ORD1553,CUST139,2022-07-18 04:55:47,PayPal,7078.07
ORD1554,CUST192,2024-09-12 19:43:00,Credit Card,381.1
ORD1555,CUST116,2022-02-07 22:41:57,Credit Card,3253.98
ORD1556,CUST103,2023-05-10 12:06:41,PayPal,1954.75
ORD1557,CUST120,2022-08-31 09:15:09,Credit Card,1982.49
ORD1558,CUST106,2024-08-30 17:22:05,Debit Card,2481.32
ORD1559,CUST108,2023-09-09 18:55:10,Debit Card,2570.45
ORD1560,CUST156,2023-05-16 20:34:23,Debit Card,8417.36
ORD1561,CUST145,2023-01-14 08:19:49,Debit Card,6248.31
ORD1562,CUST175,2022-10-08 21:29:48,Credit Card,3251.54
ORD1563,CUST177,2022-06-14 13:01:40,Credit Card,3108.65
ORD1564,CUST190,2022-03-30 08:59:47,Credit Card,5274.24
ORD1565,CUST150,2023-11-23 02:30:40,Debit Card,2890.05
ORD1566,CUST130,2024-07-24 21:46:53,Debit Card,3802.43
ORD1567,CUST102,2022-02-01 10:45:31,PayPal,1785.69
ORD1568,CUST198,2022-01-03 12:19:16,PayPal,7623.61
ORD1569,CUST161,2023-04-15 10:11:54,PayPal,5955.53
ORD1570,CUST136,2023-10-28 17:29:22,PayPal,1184.31
ORD1571,CUST104,2022-04-10 01:13:48,Debit Card,2609.54
ORD1572,CUST132,2022-06-23 07:32:25,Debit Card,2986.51
ORD1573,CUST183,2023-03-10 12:50:48,PayPal,1597.42
ORD1574,CUST199,2023-09-20 12:08:57,Debit Card,829.99
ORD1575,CUST178,2024-09-26 04:23:39,Debit Card,5523.51
ORD1576,CUST136,2024-10-08 03:43:27,Credit Card,6383.02
ORD1577,CUST190,2024-06-10 06:07:07,Credit Card,5264.94
ORD1578,CUST196,2022-12-20 05:37:15,PayPal,2223.65
ORD1579,CUST190,2024-03-10 08:00:04,Debit Card,2930.57
ORD1580,CUST148,2023-08-17 13:10:04,PayPal,585.01
ORD1581,CUST167,2024-03-05 06:04:21,Debit Card,4725.34
ORD1582,CUST197,2023-12-06 18:24:28,Debit Card,2758.31
ORD1583,CUST147,2024-01-21 19:19:54,PayPal,1477.73
ORD1584,CUST172,2023-07-02 17:07:52,Debit Card,3886.71
ORD1585,CUST133,2024-12-25 12:07:48,Debit Card,1441.4
ORD1586,CUST162,2024-10-17 07:21:19,Debit Card,3747.39
ORD1587,CUST166,2022-01-13 15:40:51,PayPal,1415.27
ORD1588,CUST132,2024-12-01 00:56:40,Credit Card,4697.16
ORD1589,CUST120,2024-01-01 11:19:22,Credit Card,5155.61
ORD1590,CUST153,2023-10-28 12:18:17,Debit Card,4316.12
ORD1591,CUST138,2023-07-14 11:10:31,Debit Card,4191.12
ORD1592,CUST140,2022-04-24 15:03:13,Credit Card,2419.5
ORD1593,CUST105,2022-08-04 07:39:42,Debit Card,6485.22
ORD1594,CUST115,2023-06-16 09:15:59,Debit Card,2673.87
ORD1595,CUST131,2024-05-18 20:04:16,Credit Card,1446.96
ORD1596,CUST186,2022-12-13 03:18:53,Credit Card,3300.69
ORD1597,CUST187,2022-05-18 09:52:45,Debit Card,3868.05
ORD1598,CUST144,2022-03-15 07:43:08,PayPal,5217.47
ORD1599,CUST135,2024-04-01 02:45:53,PayPal,1566.02
ORD1600,CUST125,2023-01-12 10:08:46,PayPal,2007.69
ORD1601,CUST135,2023-12-07 06:31:45,PayPal,4072.33
ORD1602,CUST179,2022-04-10 19:58:36,Credit Card,3306.6
ORD1603,CUST170,2022-09-09 21:03:46,Credit Card,3817.59
ORD1604,CUST141,2024-10-28 09:16:20,Debit Card,2192.17
ORD1605,CUST143,2024-12-27 00:56:58,PayPal,1632.3
ORD1606,CUST198,2024-03-14 04:38:57,Debit Card,3026.16
ORD1607,CUST135,2023-11-02 19:18:08,PayPal,3282.21
ORD1608,CUST104,2022-06-09 20:23:20,Credit Card,756.68
ORD1609,CUST101,2023-12-09 11:24:40,Debit Card,2906.24
ORD1610,CUST114,2022-09-24 08:52:13,Debit Card,2579.69
ORD1611,CUST173,2023-02-15 01:02:25,Credit Card,6714.06
ORD1612,CUST148,2022-01-03 06:41:05,PayPal,3650.82
ORD1613,CUST175,2022-01-12 05:15:54,Credit Card,2670.68
ORD1614,CUST165,2022-11-02 18:08:33,PayPal,2814.76
ORD1615,CUST148,2022-06-08 05:11:57,PayPal,3972.21
ORD1616,CUST197,2024-10-10 03:31:41,Debit Card,3737.49
ORD1617,CUST149,2024-05-30 14:29:52,Debit Card,2267.28
ORD1618,CUST193,2023-06-06 23:26:04,Debit Card,7259.61
ORD1619,CUST158,2023-10-27 23:36:07,Credit Card,5525.47
ORD1620,CUST103,2023-07-16 20:59:32,Credit Card,3063.66
ORD1621,CUST139,2024-03-08 12:27:30,Debit Card,4681.34
ORD1622,CUST143,2022-04-02 09:12:48,PayPal,2878.98
ORD1623,CUST133,2024-06-27 01:02:14,Debit Card,2796.6
ORD1624,CUST155,2023-10-17 19:53:50,Debit Card,3212.88
ORD1625,CUST199,2022-05-02 06:29:25,Credit Card,2116.38
ORD1626,CUST124,2022-07-04 20:54:34,PayPal,4030.74
ORD1627,CUST106,2024-09-26 21:19:43,Credit Card,3438.41
ORD1628,CUST114,2022-04-18 19:36:26,Debit Card,2892.0
ORD1629,CUST130,2024-05-14 02:27:40,PayPal,4180.59
ORD1630,CUST192,2022-10-23 15:08:58,Debit Card,4615.19
ORD1631,CUST181,2022-10-29 01:09:06,Debit Card,3474.4
ORD1632,CUST108,2022-11-04 17:48:25,Debit Card,3296.68
ORD1633,CUST193,2022-10-03 19:56:41,PayPal,2650.68
ORD1634,CUST191,2024-01-23 13:36:48,PayPal,5172.63
ORD1635,CUST169,2022-08-25 17:05:14,PayPal,3521.92
ORD1636,CUST133,2022-12-01 04:32:42,Credit Card,1052.25
ORD1637,CUST117,2022-07-28 09:11:21,Debit Card,3871.02
ORD1638,CUST139,2022-03-21 04:31:03,Credit Card,7063.38
ORD1639,CUST160,2023-05-12 03:55:34,Credit Card,6428.03
ORD1640,CUST111,2024-08-31 09:54:56,Credit Card,3162.26
ORD1641,CUST189,2023-06-08 19:37:50,Debit Card,2125.13
ORD1642,CUST119,2022-11-08 09:26:09,Debit Card,4513.63
ORD1643,CUST170,2024-03-28 23:10:13,Credit Card,3231.84
ORD1644,CUST100,2022-01-21 08:48:17,Debit Card,5225.63
ORD1645,CUST101,2024-11-30 03:15:27,PayPal,4672.32
ORD1646,CUST149,2024-12-08 19:30:32,Debit Card,2081.37
ORD1647,CUST173,2024-09-23 09:45:10,Credit Card,2162.68
ORD1648,CUST100,2024-02-05 23:31:18,Credit Card,3503.01
ORD1649,CUST103,2023-07-08 18:59:04,PayPal,8016.43
ORD1650,CUST179,2022-03-16 21:43:22,Credit Card,702.64
ORD1651,CUST105,2023-10-21 00:23:53,PayPal,3443.88
ORD1652,CUST117,2022-05-26 18:03:41,PayPal,3110.29
ORD1653,CUST123,2022-07-30 08:34:07,Credit Card,2257.53
ORD1654,CUST116,2022-03-28 15:22:58,PayPal,1559.36
ORD1655,CUST100,2023-08-25 04:17:15,PayPal,3702.33
ORD1656,CUST160,2022-07-30 09:36:33,Debit Card,4445.96
ORD1657,CUST117,2023-12-27 15:05:15,PayPal,2919.59
ORD1658,CUST180,2023-04-14 20:43:10,Debit Card,2495.33
ORD1659,CUST110,2023-12-14 03:18:06,Credit Card,1768.68
ORD1660,CUST174,2023-05-09 18:18:28,Credit Card,2577.84
ORD1661,CUST109,2022-04-10 18:50:40,Credit Card,3604.09
ORD1662,CUST148,2024-10-04 23:01:37,Debit Card,2126.66
ORD1663,CUST116,2023-03-17 15:38:38,Debit Card,4715.45
ORD1664,CUST133,2022-04-22 11:48:59,Debit Card,7054.0
ORD1665,CUST104,2024-09-11 10:18:42,Debit Card,1698.41
ORD1666,CUST163,2022-01-25 05:50:54,Credit Card,298.84
ORD1667,CUST152,2023-02-14 15:06:18,Credit Card,3238.62
ORD1668,CUST104,2022-04-03 03:47:17,PayPal,2978.07
ORD1669,CUST199,2023-08-14 14:48:46,PayPal,1168.75
ORD1670,CUST131,2022-11-20 02:30:46,Credit Card,1483.54
ORD1671,CUST115,2024-10-18 03:12:28,PayPal,5779.71
ORD1672,CUST111,2024-02-01 18:23:06,Credit Card,3562.98
ORD1673,CUST126,2022-10-29 08:51:44,PayPal,4744.48
ORD1674,CUST191,2022-07-14 12:13:30,PayPal,3038.15
ORD1675,CUST178,2023-03-05 21:20:30,PayPal,7595.05
ORD1676,CUST195,2024-02-13 14:01:30,Debit Card,2053.96
ORD1677,CUST189,2024-09-03 10:42:08,PayPal,1727.02
ORD1678,CUST167,2024-03-09 09:45:24,Credit Card,2676.05
ORD1679,CUST168,2024-08-20 12:54:54,Debit Card,2005.36
ORD1680,CUST190,2024-02-09 22:28:42,Credit Card,1390.84
ORD1681,CUST115,2024-06-18 09:05:37,Debit Card,854.43
ORD1682,CUST159,2023-09-12 21:00:54,Credit Card,1209.94
ORD1683,CUST120,2022-10-25 06:33:11,Debit Card,4493.63
ORD1684,CUST102,2024-01-17 22:58:06,PayPal,2439.93
ORD1685,CUST145,2024-01-09 05:01:52,PayPal,1904.75
ORD1686,CUST107,2023-03-31 02:09:56,Credit Card,830.65
ORD1687,CUST144,2024-04-23 05:26:10,Credit Card,4450.38
ORD1688,CUST167,2022-10-24 19:18:03,Debit Card,2636.46
ORD1689,CUST143,2024-10-10 23:18:00,PayPal,1848.92
ORD1690,CUST118,2022-05-16 15:27:27,PayPal,5677.06
ORD1691,CUST111,2022-04-13 16:29:01,PayPal,2032.54
ORD1692,CUST140,2022-11-19 08:02:38,Credit Card,3396.3
ORD1693,CUST198,2022-05-17 21:05:41,Debit Card,2178.03
ORD1694,CUST183,2023-01-02 11:53:07,Credit Card,1629.51
ORD1695,CUST143,2024-10-15 12:44:17,Credit Card,1293.76
ORD1696,CUST196,2022-12-04 06:45:29,Debit Card,3199.98
ORD1697,CUST173,2023-06-25 02:48:40,Debit Card,2647.19
ORD1698,CUST188,2023-09-15 15:06:55,Debit Card,5161.9
ORD1699,CUST191,2022-08-21 23:37:17,PayPal,3793.62
ORD1700,CUST134,2022-06-08 03:06:47,PayPal,3625.73
ORD1701,CUST132,2023-09-23 22:32:30,Credit Card,2837.47
ORD1702,CUST138,2024-08-08 00:10:31,Credit Card,1742.54
ORD1703,CUST186,2024-07-09 13:18:53,PayPal,3380.73
ORD1704,CUST133,2024-02-01 20:10:19,PayPal,1670.25
ORD1705,CUST152,2024-04-16 11:19:42,PayPal,4013.94
ORD1706,CUST179,2022-04-19 03:04:09,Credit Card,5103.74
ORD1707,CUST186,2022-12-20 14:21:09,PayPal,7801.46
ORD1708,CUST191,2024-07-18 03:55:01,PayPal,6553.07
ORD1709,CUST182,2024-10-15 21:27:28,Debit Card,1575.26
ORD1710,CUST134,2022-12-04 06:40:12,PayPal,2184.23
ORD1711,CUST100,2023-04-08 07:43:24,Credit Card,5296.31
ORD1712,CUST152,2023-04-18 00:30:20,Credit Card,2631.2
ORD1713,CUST169,2023-07-14 22:12:41,Debit Card,7326.94
ORD1714,CUST102,2024-03-11 05:41:27,PayPal,3945.11
ORD1715,CUST154,2022-10-08 21:09:02,Debit Card,483.9
ORD1716,CUST132,2023-12-20 18:48:44,PayPal,1292.4
ORD1717,CUST197,2024-04-30 23:50:35,Debit Card,6134.7
ORD1718,CUST118,2022-04-20 00:25:59,PayPal,2463.55
ORD1719,CUST129,2024-09-27 20:10:55,Debit Card,1621.76
ORD1720,CUST159,2024-12-06 12:54:33,Credit Card,4628.51
ORD1721,CUST196,2022-10-30 10:40:10,Credit Card,3572.11
ORD1722,CUST124,2024-12-30 17:16:56,Credit Card,3125.01
ORD1723,CUST195,2022-02-16 14:42:09,Credit Card,3546.42
ORD1724,CUST172,2022-04-23 10:21:20,Debit Card,5320.58
ORD1725,CUST109,2023-10-12 02:19:34,Debit Card,3460.76
ORD1726,CUST177,2024-04-12 12:45:02,Debit Card,2226.54
ORD1727,CUST140,2022-06-10 06:47:18,Credit Card,1433.74
ORD1728,CUST144,2022-05-28 15:36:35,Credit Card,1341.87
ORD1729,CUST177,2024-07-04 01:27:05,Credit Card,4921.23
ORD1730,CUST191,2022-11-05 23:01:08,Credit Card,6704.05
ORD1731,CUST147,2023-02-18 21:42:20,Credit Card,3677.48
ORD1732,CUST175,2023-02-20 10:10:43,PayPal,1500.25
ORD1733,CUST153,2022-09-26 21:05:17,PayPal,2738.35
ORD1734,CUST134,2023-09-09 05:03:37,PayPal,1979.49
ORD1735,CUST142,2024-05-15 11:11:45,PayPal,1647.37
ORD1736,CUST166,2022-08-07 11:03:26,Credit Card,7693.59
ORD1737,CUST161,2022-11-29 03:06:35,Credit Card,1181.67
ORD1738,CUST124,2022-10-27 13:00:46,Debit Card,3294.54
ORD1739,CUST174,2023-04-17 13:16:14,PayPal,5339.39
ORD1740,CUST133,2024-07-19 00:29:44,Debit Card,1259.31
ORD1741,CUST172,2023-07-06 05:55:04,Credit Card,1561.9
ORD1742,CUST143,2022-12-16 10:59:01,PayPal,3372.11
ORD1743,CUST183,2022-11-05 05:54:57,Debit Card,2054.03
ORD1744,CUST164,2024-04-04 01:02:55,Credit Card,3354.63
ORD1745,CUST196,2024-07-13 06:22:31,Credit Card,8564.65
ORD1746,CUST188,2022-01-18 22:44:26,PayPal,1461.98
ORD1747,CUST170,2023-09-06 16:24:20,Credit Card,1973.28
ORD1748,CUST194,2023-10-29 03:19:04,Debit Card,2999.28
ORD1749,CUST124,2024-01-26 01:13:56,Credit Card,5679.65
ORD1750,CUST146,2023-04-20 10:02:03,Debit Card,8901.45
ORD1751,CUST138,2024-06-15 08:20:51,Credit Card,1226.49
ORD1752,CUST134,2023-08-29 04:18:19,Credit Card,1301.7
ORD1753,CUST191,2024-10-12 12:20:13,PayPal,2644.66
ORD1754,CUST174,2024-01-07 21:28:40,PayPal,8729.01
ORD1755,CUST172,2022-06-18 05:04:46,Debit Card,1096.93
ORD1756,CUST115,2022-04-26 00:36:25,Debit Card,1700.35
ORD1757,CUST118,2024-10-01 09:15:54,Credit Card,2913.99
ORD1758,CUST166,2024-04-15 19:58:06,Debit Card,1588.71
ORD1759,CUST183,2023-09-30 13:23:55,Debit Card,2280.29
ORD1760,CUST113,2024-11-07 12:42:34,Credit Card,865.56
ORD1761,CUST152,2023-12-03 17:46:01,Credit Card,2965.93
ORD1762,CUST141,2024-10-09 20:03:49,Debit Card,3460.09
ORD1763,CUST116,2024-02-01 08:04:55,Credit Card,1484.3
ORD1764,CUST175,2022-01-26 03:35:07,PayPal,2918.27
ORD1765,CUST150,2022-01-12 19:46:04,Debit Card,2214.91
ORD1766,CUST168,2022-04-19 07:48:59,PayPal,3580.73
ORD1767,CUST154,2022-03-02 08:53:42,PayPal,5345.13
ORD1768,CUST166,2023-01-05 15:08:16,Credit Card,1022.31
ORD1769,CUST130,2022-11-27 05:15:03,Credit Card,4348.88
ORD1770,CUST100,2023-06-14 07:47:09,PayPal,4977.19
ORD1771,CUST156,2024-07-02 08:01:14,Debit Card,1262.27
ORD1772,CUST158,2023-07-13 19:31:23,Debit Card,3464.48
ORD1773,CUST196,2022-04-08 07:34:36,Debit Card,3016.14
ORD1774,CUST171,2023-12-22 17:05:48,Debit Card,4961.83
ORD1775,CUST105,2024-01-14 07:58:13,Debit Card,300.31
ORD1776,CUST123,2024-12-10 17:47:56,Debit Card,5764.29
ORD1777,CUST197,2023-04-09 13:54:51,Credit Card,5940.74
ORD1778,CUST132,2024-06-10 14:03:53,Credit Card,1044.24
ORD1779,CUST166,2022-01-14 02:30:37,Credit Card,3647.94
ORD1780,CUST159,2022-05-14 17:57:54,Debit Card,2380.64
ORD1781,CUST110,2023-11-23 16:25:59,Credit Card,4058.63
ORD1782,CUST177,2022-01-12 04:07:55,Debit Card,3714.62
ORD1783,CUST124,2022-05-29 09:39:07,Debit Card,7675.15
ORD1784,CUST107,2024-02-04 16:44:00,Credit Card,2845.81
ORD1785,CUST149,2022-10-07 05:19:15,Debit Card,5037.77
ORD1786,CUST189,2022-08-29 05:25:19,Credit Card,7786.23
ORD1787,CUST102,2023-12-25 02:18:13,Debit Card,3416.72
ORD1788,CUST178,2023-09-03 20:46:18,PayPal,2584.12
ORD1789,CUST197,2023-11-05 21:10:08,Debit Card,2925.62
ORD1790,CUST181,2023-03-29 01:11:52,Debit Card,1573.44
ORD1791,CUST124,2022-04-15 07:26:26,Credit Card,3471.15
ORD1792,CUST126,2024-09-16 01:06:57,Credit Card,1451.87
ORD1793,CUST163,2024-06-16 12:30:59,Credit Card,4307.86
ORD1794,CUST119,2023-09-21 01:50:42,Debit Card,1726.27
ORD1795,CUST116,2023-10-29 18:36:17,Credit Card,1673.69
ORD1796,CUST132,2023-07-11 22:55:48,PayPal,7321.14
ORD1797,CUST131,2022-12-18 11:10:00,PayPal,606.66
ORD1798,CUST167,2023-05-11 10:58:29,PayPal,2317.62
ORD1799,CUST119,2023-02-18 02:33:57,PayPal,1111.9
ORD1800,CUST187,2024-11-04 11:53:27,PayPal,3878.28
ORD1801,CUST118,2023-01-17 16:07:12,Credit Card,3876.97
ORD1802,CUST113,2023-10-22 16:55:36,Debit Card,5494.62
ORD1803,CUST102,2023-02-07 06:17:56,Credit Card,2944.07
ORD1804,CUST162,2024-10-29 18:29:35,Debit Card,1099.53
