CustomerID,OrderDate,PaymentMethod,OrderTotal
CUST135,2024-11-04 18:48:41,PayPal,10737.1
CUST153,2024-08-02 22:46:39,Credit Card,7748.4
CUST164,2024-03-04 14:29:15,Credit Card,4905.96
CUST100,2024-12-19 13:23:39,Credit Card,2637.8
CUST138,2025-07-25 22:58:41,Apple Pay,6019.81
CUST174,2025-08-11 22:39:28,Afterpay,18239.1
CUST162,2023-05-18 03:59:44,Apple Pay,18070.94
CUST157,2024-02-04 12:07:22,Debit Card,3147.05
CUST144,2025-01-12 20:26:56,Credit Card,953.7
CUST197,2024-01-11 01:52:07,Debit Card,5726.14
CUST158,2023-06-18 08:47:46,Google Pay,5069.99
CUST124,2023-02-04 17:49:58,Afterpay,5040.98
CUST130,2023-02-20 17:06:09,Debit Card,5818.0
CUST129,2023-01-02 10:17:18,Apple Pay,5401.45
CUST152,2024-09-26 17:32:23,Credit Card,6316.74
CUST195,2023-12-16 07:17:04,Debit Card,1928.3
CUST148,2023-09-14 05:25:15,Credit Card,2252.8
CUST184,2023-02-22 08:25:21,PayPal,5357.04
CUST183,2024-09-13 21:42:26,Afterpay,2390.7
CUST163,2024-07-17 22:33:21,Afterpay,4830.21
CUST116,2024-06-08 00:45:51,Debit Card,6986.71
CUST175,2023-11-26 23:29:01,Credit Card,1852.31
CUST112,2023-04-06 17:03:14,Apple Pay,6381.78
CUST156,2023-05-17 18:21:31,Credit Card,7560.11
CUST158,2024-08-18 22:09:33,Credit Card,2087.8
CUST118,2023-11-14 14:51:38,Credit Card,4485.81
CUST183,2023-07-30 21:19:13,Afterpay,3405.6
CUST109,2025-08-22 03:23:07,Debit Card,1600.5
CUST133,2024-03-19 10:24:05,Credit Card,3393.29
CUST188,2025-06-25 07:40:44,Credit Card,2919.73
CUST110,2024-09-11 04:05:12,Apple Pay,397.11
CUST186,2025-05-27 23:31:51,Apple Pay,2747.8
CUST148,2023-11-21 03:19:14,Afterpay,8945.2
CUST180,2024-07-31 12:58:50,PayPal,5036.59
CUST197,2025-01-25 01:05:49,Debit Card,7036.7
CUST169,2024-04-11 04:21:21,Credit Card,9134.4
CUST108,2023-08-22 19:53:18,Credit Card,3743.3
CUST187,2024-06-25 09:54:08,Google Pay,2654.44
CUST129,2025-05-12 02:04:13,PayPal,4551.62
CUST155,2025-04-08 12:30:06,Afterpay,3839.0
CUST197,2024-07-18 16:35:34,Debit Card,5790.4
CUST112,2025-04-25 10:40:04,Credit Card,1794.67
CUST188,2024-02-01 23:08:11,Credit Card,9939.39
CUST103,2025-08-10 22:38:55,Credit Card,10078.2
CUST107,2025-05-19 12:02:31,Credit Card,1077.57
CUST147,2024-05-05 19:32:44,Credit Card,3782.66
CUST131,2023-09-27 04:12:04,Debit Card,4774.7
CUST172,2025-03-28 11:06:31,PayPal,2747.8
CUST123,2025-02-13 01:50:52,Credit Card,4448.23
CUST110,2024-03-11 15:57:52,Debit Card,9499.81
CUST148,2024-09-26 01:03:22,Debit Card,3236.38
CUST130,2023-01-02 17:40:25,Debit Card,8847.84
CUST174,2023-09-14 11:11:45,Credit Card,1470.7
CUST159,2024-05-11 17:22:20,Debit Card,4106.34
CUST158,2024-04-18 23:13:57,Credit Card,1474.22
CUST101,2025-02-05 02:17:17,Google Pay,5669.4
CUST159,2024-03-28 20:20:16,Google Pay,2747.8
CUST186,2025-05-23 12:42:44,Debit Card,5482.45
CUST109,2023-01-27 09:55:44,Credit Card,9076.97
CUST144,2023-12-31 17:30:58,Afterpay,3587.05
CUST138,2024-09-12 07:08:27,Debit Card,1008.7
CUST154,2024-11-23 20:39:14,PayPal,2197.8
CUST158,2025-05-23 10:41:30,Apple Pay,1986.6
CUST125,2024-04-28 12:18:47,Afterpay,11198.0
CUST161,2025-05-09 01:20:54,Credit Card,6178.41
CUST148,2024-12-04 18:22:34,Debit Card,10507.98
CUST173,2023-05-05 05:53:24,Credit Card,8574.5
CUST189,2025-03-29 19:50:25,Credit Card,3947.99
CUST184,2023-09-05 19:46:08,Credit Card,7035.6
CUST101,2025-03-22 21:30:50,Debit Card,2196.7
CUST187,2025-07-31 05:20:36,PayPal,7243.22
CUST106,2024-10-11 16:54:38,Google Pay,5382.3
CUST195,2024-12-25 06:50:40,Debit Card,12369.37
CUST136,2024-02-09 13:00:40,PayPal,8795.6
CUST129,2023-05-17 02:22:11,Debit Card,17369.0
CUST145,2024-12-28 16:24:05,Credit Card,1714.37
CUST124,2023-05-30 22:18:44,Debit Card,4119.13
CUST186,2024-01-23 18:28:39,PayPal,4217.4
CUST198,2023-10-22 06:49:55,PayPal,9542.16
CUST117,2025-05-31 12:31:36,Debit Card,4989.6
CUST180,2024-08-13 08:18:44,Debit Card,15368.13
CUST139,2024-10-15 05:57:10,PayPal,7656.58
CUST104,2025-04-26 16:22:10,Debit Card,6375.6
CUST193,2024-02-16 06:52:20,Credit Card,8091.6
CUST137,2023-07-27 16:10:13,Credit Card,3083.23
CUST153,2023-01-23 07:00:49,Credit Card,3312.25
CUST116,2023-02-18 21:41:29,PayPal,4625.5
CUST146,2024-05-19 03:59:00,Debit Card,958.1
CUST134,2025-08-21 03:24:04,Apple Pay,6685.8
CUST132,2025-05-15 04:22:14,Google Pay,7035.6
CUST161,2025-08-24 03:53:35,Afterpay,2740.65
CUST137,2023-10-24 16:55:52,PayPal,8196.28
CUST143,2024-03-13 19:05:46,Apple Pay,6089.6
CUST159,2024-02-04 13:24:36,Afterpay,1922.8
CUST118,2024-01-27 00:00:25,PayPal,4432.44
CUST128,2025-01-15 18:22:08,Apple Pay,1822.7
CUST192,2025-06-24 05:31:11,PayPal,3819.02
CUST150,2024-12-16 07:31:59,Afterpay,5520.9
CUST171,2025-07-15 00:25:09,Credit Card,6265.6
CUST150,2025-02-09 19:12:29,Credit Card,9015.6
CUST168,2025-02-13 21:12:17,Credit Card,4065.6
CUST147,2023-06-22 09:57:25,PayPal,4840.0
CUST186,2024-02-07 18:33:25,Credit Card,2993.02
CUST148,2024-05-31 11:05:53,Apple Pay,2647.73
CUST147,2023-12-29 22:43:31,Credit Card,7474.5
CUST129,2025-05-20 12:22:34,Debit Card,3709.2
CUST179,2023-11-17 19:37:46,Google Pay,5115.08
CUST171,2023-04-17 21:50:27,Credit Card,4727.4
CUST178,2023-06-21 23:20:23,Credit Card,4551.57
CUST108,2025-01-16 15:42:23,Debit Card,1317.8
CUST159,2023-11-28 13:04:29,Google Pay,9771.63
CUST138,2024-06-17 17:04:04,Debit Card,6223.28
CUST114,2025-01-26 05:10:31,Credit Card,10226.7
CUST104,2023-03-21 15:44:48,Credit Card,2446.41
CUST163,2024-04-03 16:46:39,Credit Card,3241.7
CUST130,2023-08-17 00:29:09,Google Pay,11103.4
CUST117,2024-12-21 10:02:19,Credit Card,4617.8
CUST147,2023-04-03 07:31:06,PayPal,6989.83
CUST195,2025-06-22 13:04:22,PayPal,6286.5
CUST169,2025-08-26 16:56:15,Credit Card,11695.2
CUST195,2023-12-10 00:19:00,PayPal,2326.15
CUST153,2024-07-11 16:58:53,PayPal,5563.06
CUST162,2023-01-04 11:50:06,Debit Card,2842.97
CUST135,2024-06-30 07:43:12,Credit Card,4476.36
CUST147,2023-08-05 04:03:07,Credit Card,1766.6
CUST156,2023-01-19 11:32:24,Afterpay,1195.7
CUST146,2025-04-26 00:28:35,Credit Card,5054.5
CUST187,2024-01-25 02:54:17,Credit Card,4276.83
CUST182,2023-06-20 16:00:17,Credit Card,5826.7
CUST150,2023-04-30 02:53:19,Credit Card,6540.6
CUST115,2024-02-28 10:19:07,Google Pay,5303.1
CUST158,2023-06-03 10:35:30,Credit Card,1831.94
CUST127,2024-07-01 04:27:33,Debit Card,3743.3
CUST176,2025-05-24 17:30:18,Afterpay,3707.18
CUST106,2024-12-27 21:09:01,PayPal,8496.4
CUST131,2025-06-29 10:12:54,Afterpay,4384.02
CUST172,2025-07-10 02:19:19,Credit Card,1811.7
CUST197,2023-07-26 09:31:34,Debit Card,9489.61
CUST175,2024-07-14 21:40:47,Credit Card,7200.6
CUST129,2024-08-05 02:45:00,Credit Card,8887.61
CUST118,2025-04-11 11:57:25,PayPal,5441.7
CUST176,2023-01-06 19:13:15,Credit Card,7458.77
CUST118,2025-05-22 01:14:20,Afterpay,18747.75
CUST169,2025-02-26 16:27:37,Credit Card,1958.85
CUST122,2025-03-24 06:46:12,Credit Card,1794.45
CUST103,2024-08-10 11:50:38,Credit Card,8269.8
CUST145,2023-08-15 09:43:15,PayPal,4351.36
CUST130,2023-10-27 05:59:50,Debit Card,3184.5
CUST102,2025-07-14 11:43:52,Credit Card,1479.5
CUST106,2025-02-13 02:59:56,Credit Card,4379.28
CUST153,2024-06-11 20:38:06,Debit Card,9196.86
CUST195,2024-12-07 03:08:24,Credit Card,8576.7
CUST157,2025-08-23 23:18:30,PayPal,2062.26
CUST165,2024-01-18 20:10:47,Debit Card,9501.09
CUST157,2023-05-22 13:56:10,Debit Card,4208.6
CUST178,2023-04-18 00:08:46,Credit Card,752.37
CUST184,2023-10-15 16:29:21,Debit Card,9401.7
CUST158,2023-01-22 19:40:28,Debit Card,2972.31
CUST103,2023-01-02 16:30:46,Credit Card,3935.8
CUST161,2024-01-19 06:38:53,Apple Pay,5690.17
CUST154,2025-08-02 15:52:20,PayPal,10172.44
CUST162,2023-01-04 02:48:54,PayPal,6088.65
CUST156,2024-06-05 05:03:56,Credit Card,7215.22
CUST110,2025-07-17 04:11:06,Credit Card,1686.52
CUST118,2023-12-02 13:13:28,Credit Card,3517.8
CUST135,2024-07-19 05:17:12,Debit Card,3239.5
CUST174,2024-09-22 10:41:06,Debit Card,3241.7
CUST141,2023-10-25 08:26:26,Credit Card,520.85
CUST176,2025-07-11 09:08:38,Debit Card,5717.8
CUST158,2023-07-24 20:09:38,Debit Card,6429.5
CUST155,2025-03-31 03:50:23,Credit Card,2793.68
CUST189,2025-06-08 02:41:02,Credit Card,3131.4
CUST183,2025-06-27 10:21:43,PayPal,2252.04
CUST198,2024-06-26 01:06:33,Debit Card,7105.74
CUST127,2023-04-30 08:32:20,Credit Card,3626.7
CUST129,2025-08-22 14:04:52,Credit Card,3741.95
CUST158,2024-01-04 12:41:46,Credit Card,2212.1
CUST193,2025-08-02 07:23:19,Credit Card,1372.8
CUST154,2024-04-26 09:58:46,Credit Card,8087.2
CUST132,2023-11-11 06:45:32,Credit Card,7204.26
CUST119,2023-10-03 18:59:25,PayPal,10202.28
CUST160,2023-10-20 06:08:49,Credit Card,7030.57
CUST110,2023-01-05 06:22:29,Credit Card,7342.71
CUST112,2023-11-24 17:14:52,PayPal,4077.7
CUST147,2024-05-29 03:48:31,Apple Pay,7256.7
CUST171,2024-04-05 16:44:48,Credit Card,4506.7
CUST171,2024-05-22 08:17:19,Debit Card,9565.6
CUST185,2024-09-23 08:55:04,Credit Card,5494.5
CUST145,2023-08-25 06:43:04,Apple Pay,15337.3
CUST196,2024-11-14 13:26:06,Credit Card,9860.4
CUST192,2024-12-01 23:50:23,Credit Card,2740.1
CUST136,2023-05-10 21:03:37,Debit Card,7585.6
CUST145,2025-04-09 15:35:46,Credit Card,7342.75
CUST164,2023-07-27 03:47:38,Credit Card,949.15
CUST184,2024-07-22 07:17:35,Debit Card,6523.51
CUST113,2023-04-08 13:26:12,Credit Card,2047.13
CUST171,2024-01-18 09:54:22,Credit Card,2912.8
CUST197,2023-09-06 08:44:50,Credit Card,5058.68
CUST128,2023-07-31 01:35:24,Apple Pay,13564.54
CUST171,2023-10-23 00:53:35,Afterpay,5765.96
CUST179,2024-11-18 14:39:34,Debit Card,1922.8
CUST182,2025-05-07 00:06:46,Debit Card,3648.7
CUST177,2024-05-06 21:58:21,Google Pay,1869.97
CUST188,2024-11-10 11:10:31,Credit Card,2937.88
CUST123,2023-12-21 12:34:47,Credit Card,5287.7
CUST197,2023-10-04 20:49:44,Credit Card,3276.9
CUST143,2025-06-01 19:53:23,Credit Card,974.6
CUST123,2025-02-17 11:53:33,Apple Pay,2239.6
CUST172,2024-04-19 05:14:18,PayPal,8794.5
CUST108,2024-10-30 08:29:51,Credit Card,3933.6
CUST181,2025-05-16 08:19:53,Afterpay,6846.4
CUST111,2025-04-23 06:18:31,PayPal,962.83
CUST127,2023-12-20 07:10:17,Credit Card,3900.6
CUST158,2023-11-16 00:21:02,Credit Card,10598.64
CUST147,2025-03-12 10:20:49,Credit Card,4755.3
CUST141,2025-02-20 02:54:17,PayPal,873.4
CUST172,2023-03-23 18:08:22,Debit Card,3895.78
CUST106,2024-08-14 00:20:45,Credit Card,6265.6
CUST196,2025-06-08 08:29:41,Debit Card,2966.7
CUST186,2024-10-24 20:58:01,Credit Card,4836.7
CUST156,2023-10-03 10:41:02,PayPal,6430.41
CUST162,2025-04-28 08:55:49,Debit Card,3863.56
CUST153,2025-04-21 18:39:20,Credit Card,7453.69
CUST196,2023-04-27 02:54:18,Debit Card,6651.7
CUST144,2025-07-27 05:30:10,Credit Card,4904.12
CUST136,2023-08-29 18:50:01,PayPal,2967.8
CUST175,2023-04-25 17:42:08,Debit Card,7805.6
CUST185,2025-06-10 01:34:33,Credit Card,9765.59
CUST128,2023-11-25 16:16:02,Credit Card,3746.15
CUST176,2024-12-14 22:54:34,Credit Card,991.88
CUST126,2025-06-16 10:31:51,Credit Card,1820.5
CUST127,2025-01-10 03:22:51,PayPal,3887.4
CUST197,2024-07-06 05:34:14,Credit Card,1903.0
CUST141,2024-11-18 08:04:46,Credit Card,9909.9
CUST163,2025-05-30 22:56:55,PayPal,2675.79
CUST122,2023-06-29 01:01:52,Credit Card,5973.07
CUST168,2024-05-04 18:40:47,PayPal,4725.6
CUST164,2024-12-16 14:24:00,Debit Card,7316.22
CUST185,2023-06-16 21:59:48,Apple Pay,5356.45
CUST109,2024-03-10 02:05:56,Credit Card,6156.7
CUST194,2025-03-03 06:03:38,Credit Card,3366.06
CUST102,2023-05-09 02:53:35,Debit Card,2911.7
CUST109,2025-05-30 20:29:32,Apple Pay,4397.8
CUST173,2024-05-07 12:47:23,Credit Card,4061.7
CUST151,2023-07-01 08:50:42,PayPal,1167.1
CUST153,2023-04-18 01:46:25,Credit Card,4860.22
CUST151,2024-10-21 00:34:36,Credit Card,8934.28
CUST141,2025-01-29 04:53:11,Credit Card,2514.08
CUST179,2025-03-12 04:52:51,Debit Card,3344.93
CUST188,2025-01-18 10:40:49,Google Pay,8902.82
CUST111,2023-01-06 11:40:37,Credit Card,1493.56
CUST113,2025-06-30 00:42:32,Credit Card,15598.76
CUST175,2025-08-08 17:26:10,Credit Card,4255.17
CUST110,2024-03-19 10:43:24,Credit Card,5688.75
CUST139,2024-09-03 05:54:24,PayPal,7806.52
CUST128,2025-03-27 23:48:41,Credit Card,4013.81
CUST121,2023-12-04 01:56:38,Credit Card,5119.99
CUST181,2025-04-19 07:24:04,Credit Card,6470.83
CUST165,2023-03-15 19:16:37,Credit Card,4841.42
CUST199,2024-06-14 19:05:21,Credit Card,6924.5
CUST193,2023-07-17 13:29:48,Afterpay,181.5
CUST182,2023-04-24 12:03:37,Apple Pay,1237.5
CUST130,2024-08-03 20:13:12,Credit Card,3899.5
CUST132,2023-11-05 15:23:20,Credit Card,5500.64
CUST177,2024-11-25 03:32:19,Credit Card,3653.19
CUST197,2024-03-18 13:54:12,PayPal,6294.97
CUST122,2023-06-07 12:29:40,Afterpay,4395.6
CUST180,2023-01-29 10:55:56,Debit Card,3296.7
CUST196,2024-08-02 17:11:43,Debit Card,6554.98
CUST174,2024-10-06 09:10:21,Credit Card,6567.58
CUST172,2025-04-27 07:17:25,Debit Card,3124.64
CUST179,2023-05-26 02:00:47,Credit Card,6650.63
CUST180,2024-05-14 07:34:59,Credit Card,1950.47
CUST156,2023-05-12 12:19:58,Credit Card,6756.2
CUST156,2023-11-17 13:14:28,Debit Card,19135.6
CUST135,2024-01-30 10:19:58,Debit Card,5032.47
CUST145,2025-03-04 18:10:51,Debit Card,6904.29
CUST139,2024-03-31 05:05:18,Debit Card,2196.7
CUST104,2024-02-05 04:56:56,Credit Card,5879.5
CUST136,2024-12-10 06:50:45,Credit Card,4031.09
CUST111,2023-03-19 12:23:47,Debit Card,2847.81
CUST164,2024-04-25 16:22:06,Credit Card,15480.41
CUST174,2023-01-29 06:58:54,Debit Card,7966.2
CUST194,2023-10-13 22:08:20,Google Pay,3588.73
CUST157,2023-04-15 07:36:00,Google Pay,16580.32
CUST173,2024-01-11 00:57:42,PayPal,3351.43
CUST141,2023-09-02 11:22:32,Debit Card,3341.3
CUST164,2025-04-05 11:11:12,Credit Card,5700.07
CUST107,2025-02-14 15:29:44,Debit Card,2987.6
CUST143,2023-07-02 09:22:04,Afterpay,2724.84
CUST110,2024-06-16 02:05:30,Debit Card,10835.79
CUST122,2023-03-22 08:19:34,Credit Card,4660.3
CUST190,2023-07-27 07:06:22,Credit Card,7868.3
CUST156,2023-07-06 22:53:53,Debit Card,4590.19
CUST178,2025-02-28 06:27:35,Credit Card,6249.22
CUST147,2024-06-04 16:39:46,Google Pay,12050.58
CUST149,2025-05-04 05:18:25,Credit Card,7011.42
CUST143,2024-04-08 19:56:13,PayPal,1604.1
CUST106,2024-01-30 00:56:05,PayPal,2662.96
CUST182,2024-06-03 02:37:31,Credit Card,1997.6
CUST142,2024-08-03 18:47:51,Credit Card,3839.0
CUST186,2023-05-23 20:24:52,Credit Card,1592.8
CUST132,2024-08-24 12:15:51,PayPal,11662.58
CUST184,2023-11-01 08:18:40,Afterpay,3548.6
CUST177,2023-07-10 07:25:18,Apple Pay,2417.8
CUST142,2025-02-27 18:17:38,Credit Card,5949.12
CUST184,2023-03-11 05:43:42,Credit Card,4058.31
CUST144,2023-10-21 15:14:49,Credit Card,1537.8
CUST183,2025-08-22 20:59:42,PayPal,9251.0
CUST150,2023-03-06 02:14:14,Credit Card,2054.8
CUST190,2023-06-30 18:11:06,Google Pay,6305.53
CUST139,2024-08-23 12:13:52,Debit Card,2240.7
CUST182,2025-01-10 08:03:10,PayPal,3373.7
CUST116,2024-01-26 08:01:54,PayPal,6962.39
CUST194,2023-02-27 14:09:36,Afterpay,3580.5
CUST167,2024-06-06 03:49:39,Credit Card,8003.16
CUST185,2023-11-11 00:21:43,Credit Card,3552.47
CUST146,2025-07-29 06:43:37,Credit Card,11258.1
CUST139,2025-02-28 11:04:25,Credit Card,6151.2
CUST127,2024-09-08 06:46:16,Credit Card,3845.6
CUST198,2025-06-09 20:53:12,Debit Card,13143.21
CUST128,2024-08-30 21:34:27,Afterpay,3089.13
CUST119,2024-12-23 02:03:31,Credit Card,7650.98
CUST112,2023-04-13 07:28:39,Debit Card,271.7
CUST169,2025-07-06 15:18:49,Apple Pay,2287.9
CUST167,2024-02-04 06:38:08,Credit Card,1516.9
CUST143,2024-07-18 19:40:04,Apple Pay,896.99
CUST179,2024-02-13 16:56:05,Credit Card,7476.7
CUST148,2024-04-12 04:54:52,Credit Card,8188.4
CUST123,2024-11-17 18:07:50,Apple Pay,5716.7
CUST198,2023-03-10 10:06:02,Debit Card,1962.4
CUST121,2025-01-26 01:42:48,PayPal,147.95
CUST105,2024-01-22 22:01:57,Credit Card,7032.3
CUST186,2024-03-22 17:54:48,PayPal,4935.62
CUST156,2023-10-21 05:00:20,Debit Card,4486.28
CUST196,2024-01-19 01:20:56,PayPal,9770.84
CUST157,2023-11-16 20:46:46,Credit Card,5933.4
CUST130,2024-06-07 08:56:54,Credit Card,3734.14
CUST160,2024-12-18 13:15:30,Google Pay,13855.47
CUST124,2025-07-16 00:41:34,Credit Card,8682.32
CUST173,2024-03-31 14:23:49,Afterpay,10222.3
CUST159,2024-04-23 18:29:28,PayPal,2175.8
CUST199,2024-06-03 11:59:16,Credit Card,2853.86
CUST167,2023-08-17 22:58:21,Credit Card,1349.48
CUST120,2023-01-22 11:45:28,Apple Pay,9488.43
CUST177,2025-01-15 05:06:24,Credit Card,6332.89
CUST132,2025-02-21 00:09:25,Credit Card,4107.36
CUST161,2025-06-16 16:37:04,Apple Pay,19369.16
CUST170,2023-06-29 05:26:39,Google Pay,4266.56
CUST191,2025-03-31 01:49:45,Apple Pay,3769.08
CUST115,2025-07-31 17:36:51,Credit Card,3403.76
CUST197,2025-06-16 18:18:57,Credit Card,9896.7
CUST157,2023-07-09 02:45:03,Google Pay,8235.0
CUST118,2025-02-14 04:10:44,Apple Pay,7962.28
CUST111,2025-06-10 01:55:46,Google Pay,5214.07
CUST128,2025-08-08 05:50:13,Apple Pay,2144.66
CUST144,2023-05-09 21:24:05,Google Pay,1859.74
CUST153,2024-03-25 20:06:16,Credit Card,1776.84
CUST164,2024-05-06 18:14:42,Credit Card,4209.92
CUST149,2025-04-03 23:00:06,Afterpay,4238.12
CUST147,2023-05-11 04:13:31,Credit Card,4616.7
CUST140,2024-01-31 18:23:11,Google Pay,9344.11
CUST191,2025-02-04 07:34:44,Debit Card,8775.97
CUST118,2024-12-26 02:38:13,Credit Card,11070.68
CUST136,2024-11-28 06:42:41,Google Pay,5776.28
CUST160,2025-02-15 08:38:45,PayPal,4383.87
CUST117,2024-08-04 00:31:53,PayPal,853.08
CUST160,2024-08-05 19:57:24,Credit Card,2744.5
CUST100,2023-07-12 21:28:52,Google Pay,8242.3
CUST102,2025-08-11 08:33:44,Credit Card,2373.18
CUST119,2024-03-03 11:55:39,Debit Card,8605.83
CUST193,2023-10-20 02:08:04,Debit Card,3321.08
CUST154,2024-05-23 09:37:49,Credit Card,6373.23
CUST136,2024-05-08 19:46:01,Credit Card,11928.4
CUST115,2024-11-03 16:19:11,Credit Card,2637.8
CUST153,2023-08-01 18:32:49,Debit Card,1009.8
CUST179,2024-08-10 07:57:52,Debit Card,8612.71
CUST114,2024-12-04 23:33:39,Apple Pay,3565.1
CUST163,2025-01-20 14:53:53,Debit Card,6101.7
CUST102,2024-11-14 20:02:54,Debit Card,1471.77
CUST173,2023-12-16 07:13:18,Credit Card,3256.64
CUST118,2024-04-13 23:17:00,Credit Card,1684.61
CUST100,2023-02-24 13:24:22,Debit Card,7931.54
CUST130,2025-02-01 17:13:25,Debit Card,2573.79
CUST123,2024-06-06 21:25:59,PayPal,3863.2
CUST110,2024-03-22 04:43:32,Debit Card,767.8
CUST146,2023-06-08 19:52:31,Credit Card,3386.04
CUST167,2023-06-23 02:49:59,Debit Card,10939.1
CUST164,2023-08-30 19:54:42,Debit Card,1375.1
CUST149,2025-04-13 10:01:29,Apple Pay,3721.17
CUST105,2025-05-25 10:19:51,Debit Card,8116.9
CUST147,2025-07-26 12:11:13,Credit Card,7456.7
CUST102,2023-05-31 08:24:22,Credit Card,17499.01
CUST108,2023-01-25 09:03:10,Credit Card,4368.02
CUST193,2024-10-05 01:41:16,PayPal,4515.5
CUST113,2024-04-30 09:37:01,PayPal,9563.17
CUST194,2023-12-12 08:09:14,PayPal,1922.8
CUST117,2023-06-19 12:48:18,Credit Card,1377.87
CUST169,2024-01-07 04:17:32,Credit Card,3434.99
CUST182,2024-07-20 11:20:20,Credit Card,5384.5
CUST199,2024-01-12 10:44:04,PayPal,3512.3
CUST189,2024-01-09 13:56:41,Debit Card,3566.47
CUST123,2024-11-19 15:08:27,Apple Pay,3742.61
CUST108,2024-02-15 09:45:59,PayPal,2635.6
CUST158,2024-10-29 06:14:47,Credit Card,10721.96
CUST125,2024-07-12 23:16:40,Credit Card,6595.6
CUST125,2024-11-06 18:06:26,Google Pay,5921.3
CUST140,2023-05-06 10:51:49,Google Pay,16700.2
CUST165,2023-10-04 07:50:03,Credit Card,2526.7
CUST169,2024-10-18 04:56:05,Debit Card,4962.1
CUST104,2024-09-01 15:56:43,PayPal,639.07
CUST124,2024-03-31 06:40:29,Credit Card,2637.8
CUST199,2024-10-14 00:51:45,Credit Card,12532.3
CUST183,2025-03-30 13:18:23,Credit Card,7345.94
CUST115,2024-03-11 08:46:44,PayPal,3594.01
CUST155,2024-05-26 01:16:23,Google Pay,6461.65
CUST195,2024-11-01 15:14:24,Credit Card,11186.46
CUST149,2023-05-16 17:44:50,Credit Card,973.5
CUST123,2023-12-09 12:17:16,Debit Card,5826.7
CUST163,2023-02-28 16:43:27,Credit Card,15174.5
CUST166,2025-08-06 05:43:42,Credit Card,2806.1
CUST110,2023-11-27 04:08:42,PayPal,3621.2
CUST110,2023-02-07 11:38:03,Credit Card,5267.9
CUST123,2024-08-07 18:24:08,Debit Card,5495.6
CUST141,2025-03-16 00:33:06,Credit Card,2378.2
CUST141,2025-04-09 23:34:47,PayPal,3168.02
CUST139,2024-09-24 02:12:17,Credit Card,5140.65
CUST191,2025-06-24 23:04:45,Credit Card,6197.5
CUST188,2025-06-22 21:34:07,Credit Card,6374.5
CUST157,2025-04-01 16:59:38,Credit Card,4064.5
CUST145,2024-07-12 20:33:33,Debit Card,15579.01
CUST155,2024-12-26 20:06:48,Credit Card,7833.57
CUST107,2023-03-15 23:20:38,Credit Card,18194.32
CUST181,2025-07-15 05:37:02,Credit Card,3566.27
CUST165,2025-03-05 01:48:02,Apple Pay,1708.57
CUST186,2023-01-16 07:38:45,Credit Card,1491.6
CUST103,2023-08-27 22:16:03,Credit Card,512.59
CUST177,2023-05-10 16:45:58,PayPal,986.53
CUST156,2023-02-26 10:07:34,Credit Card,8808.15
CUST108,2024-04-30 11:54:29,Credit Card,5165.6
CUST182,2024-03-31 09:09:36,Credit Card,3570.6
CUST149,2025-06-10 15:34:54,Google Pay,2142.8
CUST104,2023-03-07 00:44:12,Debit Card,1192.32
CUST186,2024-05-21 08:22:11,Credit Card,20382.74
CUST147,2024-01-07 10:22:18,Credit Card,4664.0
CUST197,2023-11-08 03:04:29,Credit Card,5630.49
CUST117,2024-12-13 17:39:59,Debit Card,10003.48
CUST150,2023-05-09 21:54:49,Credit Card,8186.17
CUST135,2023-07-25 07:40:58,Credit Card,5809.99
CUST114,2024-01-22 04:59:04,Credit Card,8023.4
CUST123,2023-07-27 18:08:33,Debit Card,6580.39
CUST149,2024-01-14 05:51:37,Google Pay,4450.6
CUST115,2024-09-15 05:16:06,Credit Card,6601.1
CUST133,2024-11-18 16:20:37,PayPal,1922.8
CUST127,2024-11-26 09:39:15,Afterpay,6350.96
CUST136,2024-02-10 08:48:55,PayPal,6391.88
CUST162,2023-06-23 06:32:05,Credit Card,5582.5
CUST117,2023-03-20 22:27:02,Apple Pay,18219.3
CUST157,2024-01-09 16:22:45,Credit Card,8103.62
CUST191,2024-03-13 08:42:17,Credit Card,5292.02
CUST111,2023-12-05 23:14:48,Apple Pay,8001.72
CUST140,2023-08-17 23:26:57,PayPal,4373.65
CUST190,2025-08-23 03:25:24,Credit Card,3296.7
CUST169,2025-06-20 17:04:32,Credit Card,6343.7
CUST138,2025-06-11 14:12:21,Apple Pay,3911.0
CUST191,2025-07-29 14:43:08,PayPal,6392.91
CUST189,2025-03-08 09:31:43,Debit Card,6032.13
CUST146,2023-03-14 01:39:27,Debit Card,6103.67
CUST115,2025-06-23 09:05:11,Afterpay,8680.1
CUST117,2025-07-19 23:39:55,Credit Card,7839.69
CUST163,2023-06-28 23:47:39,Credit Card,7618.77
CUST170,2024-10-08 01:13:19,Debit Card,7026.21
CUST159,2023-08-12 17:38:42,Apple Pay,3406.7
CUST170,2023-08-25 20:11:52,Credit Card,4916.35
CUST111,2024-04-19 18:46:50,Credit Card,16867.57
CUST150,2024-01-30 12:39:35,Afterpay,4042.95
CUST192,2023-12-30 07:53:44,Debit Card,10775.6
CUST152,2025-01-16 23:07:18,PayPal,2546.5
CUST173,2023-12-27 08:19:01,Credit Card,2746.7
CUST140,2023-02-05 16:53:09,Debit Card,4924.88
CUST157,2023-03-17 20:42:52,Debit Card,5857.82
CUST166,2024-06-27 02:42:09,Credit Card,8552.96
CUST199,2023-01-03 05:30:31,Debit Card,3079.5
